Supplementary Table 1: Detailed Information on Training Set Sequences,,,,,,,,
ID,Organism,Molecule Type,Topology,Description,Genome Type,Length,die,Acronym
NM_014881.5,,,,"NM_014881.5 Homo sapiens DNA cross-link repair 1A (DCLRE1A), transcript variant 2, mRNA",,4450,no,DCLRE1A
NM_001367651.1,,,,"NM_001367651.1 Homo sapiens Sad1 and UNC84 domain containing 1 (SUN1), transcript variant 21, mRNA",,4450,no,SUN1
NM_001345982.2,,,,"NM_001345982.2 Homo sapiens kelch like family member 26 (KLHL26), transcript variant 3, mRNA",,4449,no,KLHL26
NM_024322.3,,,,"NM_024322.3 Homo sapiens centromere protein O (CENPO), transcript variant 1, mRNA",,4449,no,CENPO
NM_152355.3,,,,"NM_152355.3 Homo sapiens zinc finger protein 441 (ZNF441), mRNA",,4448,no,ZNF441
NM_022079.3,,,,"NM_022079.3 Homo sapiens HECT and RLD domain containing E3 ubiquitin protein ligase 4 (HERC4), transcript variant 1, mRNA",,4448,no,HERC4
NM_033083.7,,,,"NM_033083.7 Homo sapiens ELL associated factor 1 (EAF1), mRNA",,4447,no,EAF1
NM_144628.4,,,,"NM_144628.4 Homo sapiens TBC1 domain family member 20 (TBC1D20), transcript variant 1, mRNA",,4446,no,TBC1D20
NM_003889.3,,,,"NM_003889.3 Homo sapiens nuclear receptor subfamily 1 group I member 2 (NR1I2), transcript variant 1, mRNA",,4446,no,NR1I2
NM_015884.4,,,,"NM_015884.4 Homo sapiens membrane bound transcription factor peptidase, site 2 (MBTPS2), mRNA",,4446,no,MBTPS2
NR_073403.2,,,,"NR_073403.2 Homo sapiens NSA2 ribosome biogenesis factor (NSA2), transcript variant 3, non-coding RNA",,4446,no,NSA2
NM_001010862.3,,,,"NM_001010862.3 Homo sapiens spindlin family member 3 (SPIN3), transcript variant 1, mRNA",,4445,no,SPIN3
NM_001004339.3,,,,"NM_001004339.3 Homo sapiens zyg-11 family member A, cell cycle regulator (ZYG11A), transcript variant 1, mRNA",,4445,no,ZYG11A
NM_080706.3,,,,"NM_080706.3 Homo sapiens transient receptor potential cation channel subfamily V member 1 (TRPV1), transcript variant 3, mRNA",,4443,no,TRPV1
NM_001146699.2,,,,"NM_001146699.2 Homo sapiens RNA binding motif protein 19 (RBM19), transcript variant 1, mRNA",,4443,no,RBM19
NR_138423.2,,,,"NR_138423.2 Homo sapiens mitoguardin 2 (MIGA2), transcript variant 5, non-coding RNA",,4443,no,MIGA2
NM_002439.5,,,,"NM_002439.5 Homo sapiens mutS homolog 3 (MSH3), mRNA",,4443,no,MSH3
NM_015457.3,,,,"NM_015457.3 Homo sapiens zinc finger DHHC-type palmitoyltransferase 5 (ZDHHC5), mRNA",,4443,no,ZDHHC5
NR_046507.1,,,,"NR_046507.1 Homo sapiens PINK1 antisense RNA (PINK1-AS), antisense RNA",,4443,no,PINK1-AS
NM_001278689.2,,,,"NM_001278689.2 Homo sapiens EGF domain specific O-linked N-acetylglucosamine transferase (EOGT), transcript variant 1, mRNA",,4443,no,EOGT
NM_003954.5,,,,"NM_003954.5 Homo sapiens mitogen-activated protein kinase kinase kinase 14 (MAP3K14), mRNA",,4442,no,MAP3K14
NM_022766.6,,,,"NM_022766.6 Homo sapiens ceramide kinase (CERK), mRNA",,4442,no,CERK
NM_001001662.3,,,,"NM_001001662.3 Homo sapiens zinc finger protein 782 (ZNF782), transcript variant 1, mRNA",,4442,no,ZNF782
NM_033512.3,,,,"NM_033512.3 Homo sapiens TSPY like 5 (TSPYL5), mRNA",,4441,no,TSPYL5
NM_004884.4,,,,"NM_004884.4 Homo sapiens immunoglobulin superfamily DCC subclass member 3 (IGDCC3), mRNA",,4441,no,IGDCC3
NM_002024.6,,,,"NM_002024.6 Homo sapiens FMRP translational regulator 1 (FMR1), transcript variant ISO1, mRNA",,4441,no,FMR1
NM_022897.5,,,,"NM_022897.5 Homo sapiens RAN binding protein 17 (RANBP17), mRNA",,4440,no,RANBP17
NM_001284337.2,,,,"NM_001284337.2 Homo sapiens ribosomal RNA processing 12 homolog (RRP12), transcript variant 3, mRNA",,4440,no,RRP12
NM_002213.5,,,,"NM_002213.5 Homo sapiens integrin subunit beta 5 (ITGB5), transcript variant 1, mRNA",,4440,no,ITGB5
NM_001178106.1,,,,"NM_001178106.1 Homo sapiens zinc finger protein 185 with LIM domain (ZNF185), transcript variant 1, mRNA",,4440,no,ZNF185
NM_001136134.1,,,,"NM_001136134.1 Homo sapiens ribosomal protein L28 (RPL28), transcript variant 1, mRNA",,4439,no,RPL28
NM_004572.3,,,,"NM_004572.3 Homo sapiens plakophilin 2 (PKP2), transcript variant 2b, mRNA",,4439,no,PKP2
NM_005137.3,,,,"NM_005137.3 Homo sapiens DiGeorge syndrome critical region gene 2 (DGCR2), transcript variant 1, mRNA",,4438,no,DGCR2
NM_148957.4,,,,"NM_148957.4 Homo sapiens TNF receptor superfamily member 19 (TNFRSF19), transcript variant 2, mRNA",,4438,no,TNFRSF19
NM_001318203.1,,,,"NM_001318203.1 Homo sapiens vesicle transport through interaction with t-SNAREs 1A (VTI1A), transcript variant 1, mRNA",,4438,no,VTI1A
NM_004672.5,,,,"NM_004672.5 Homo sapiens mitogen-activated protein kinase kinase kinase 6 (MAP3K6), transcript variant 1, mRNA",,4438,no,MAP3K6
NM_003455.4,,,,"NM_003455.4 Homo sapiens zinc finger protein 202 (ZNF202), transcript variant 1, mRNA",,4435,no,ZNF202
NM_145212.4,,,,"NM_145212.4 Homo sapiens mitochondrial ribosomal protein L30 (MRPL30), transcript variant 1, mRNA",,4435,no,MRPL30
NM_001037442.4,,,,"NM_001037442.4 Homo sapiens RUN and FYVE domain containing 3 (RUFY3), transcript variant 1, mRNA",,4433,no,RUFY3
NM_007192.4,,,,"NM_007192.4 Homo sapiens SPT16 homolog, facilitates chromatin remodeling subunit (SUPT16H), mRNA",,4433,no,SUPT16H
NM_032139.3,,,,"NM_032139.3 Homo sapiens ankyrin repeat domain 27 (ANKRD27), mRNA",,4432,no,ANKRD27
NM_031435.4,,,,"NM_031435.4 Homo sapiens THAP domain containing 2 (THAP2), mRNA",,4432,no,THAP2
NM_178828.5,,,,"NM_178828.5 Homo sapiens SPATA31 subfamily E member 1 (SPATA31E1), mRNA",,4431,no,SPATA31E1
NM_001171990.3,,,,"NM_001171990.3 Homo sapiens SET domain containing 9 (SETD9), transcript variant 2, mRNA",,4430,no,SETD9
NM_152468.5,,,,"NM_152468.5 Homo sapiens transmembrane channel like 8 (TMC8), mRNA",,4426,no,TMC8
NR_026873.1,,,,"NR_026873.1 Homo sapiens long intergenic non-protein coding RNA 174 (LINC00174), long non-coding RNA",,4426,no,LINC00174
NM_002794.5,,,,"NM_002794.5 Homo sapiens proteasome 20S subunit beta 2 (PSMB2), transcript variant 1, mRNA",,4426,no,PSMB2
NM_007245.3,,,,"NM_007245.3 Homo sapiens ataxin 2 like (ATXN2L), transcript variant A, mRNA",,4425,no,ATXN2L
NM_015492.5,,,,"NM_015492.5 Homo sapiens chromosome 15 open reading frame 39 (C15orf39), mRNA",,4425,no,C15orf39
NM_001309452.1,,,,"NM_001309452.1 Homo sapiens pleckstrin homology domain containing B2 (PLEKHB2), transcript variant 14, mRNA",,4424,no,PLEKHB2
NM_001174129.1,,,,"NM_001174129.1 Homo sapiens solute carrier family 11 member 2 (SLC11A2), transcript variant 6, mRNA",,4424,no,SLC11A2
NM_000110.4,,,,"NM_000110.4 Homo sapiens dihydropyrimidine dehydrogenase (DPYD), transcript variant 1, mRNA",,4423,no,DPYD
NM_001038603.3,,,,"NM_001038603.3 Homo sapiens MARVEL domain containing 2 (MARVELD2), transcript variant 1, mRNA",,4423,no,MARVELD2
NR_138071.2,,,,"NR_138071.2 Homo sapiens arrestin domain containing 3 (ARRDC3), transcript variant 5, non-coding RNA",,4422,no,ARRDC3
NM_001349351.2,,,,"NM_001349351.2 Homo sapiens contactin 6 (CNTN6), transcript variant 5, mRNA",,4422,no,CNTN6
NR_026857.1,,,,"NR_026857.1 Homo sapiens BAIAP2 divergent transcript (BAIAP2-DT), long non-coding RNA",,4421,no,BAIAP2-DT
NM_001350110.1,,,,"NM_001350110.1 Homo sapiens Rho/Rac guanine nucleotide exchange factor 2 (ARHGEF2), transcript variant 4, mRNA",,4421,no,ARHGEF2
NM_001115.3,,,,"NM_001115.3 Homo sapiens adenylate cyclase 8 (ADCY8), mRNA",,4421,no,ADCY8
NM_198830.1,,,,"NM_198830.1 Homo sapiens ATP citrate lyase (ACLY), transcript variant 2, mRNA",,4420,no,ACLY
NM_004081.5,,,,"NM_004081.5 Homo sapiens deleted in azoospermia 1 (DAZ1), mRNA",,4419,no,DAZ1
NM_032236.8,,,,"NM_032236.8 Homo sapiens ubiquitin specific peptidase 48 (USP48), transcript variant 1, mRNA",,4419,no,USP48
NM_004292.3,,,,"NM_004292.3 Homo sapiens Ras and Rab interactor 1 (RIN1), transcript variant 1, mRNA",,4419,no,RIN1
NM_001163735.1,,,,"NM_001163735.1 Homo sapiens myosin XIX (MYO19), transcript variant 2, mRNA",,4418,no,MYO19
NM_018247.4,,,,"NM_018247.4 Homo sapiens transmembrane protein 30A (TMEM30A), transcript variant 1, mRNA",,4418,no,TMEM30A
NM_001039396.2,,,,"NM_001039396.2 Homo sapiens macrophage expressed 1 (MPEG1), mRNA",,4418,no,MPEG1
NM_001363660.2,,,,"NM_001363660.2 Homo sapiens paraspeckle component 1 (PSPC1), transcript variant 8, mRNA",,4418,no,PSPC1
NM_001366418.1,,,,"NM_001366418.1 Homo sapiens SET domain bifurcated histone lysine methyltransferase 1 (SETDB1), transcript variant 5, mRNA",,4418,no,SETDB1
NM_001205029.3,,,,"NM_001205029.3 Homo sapiens Mdm1 nuclear protein (MDM1), transcript variant 3, mRNA",,4416,no,MDM1
NR_148908.2,,,,"NR_148908.2 Homo sapiens NADH:ubiquinone oxidoreductase complex assembly factor 6 (NDUFAF6), transcript variant 26, non-coding RNA",,4416,no,NDUFAF6
NM_001151.4,,,,"NM_001151.4 Homo sapiens solute carrier family 25 member 4 (SLC25A4), mRNA",,4415,no,SLC25A4
NM_001324281.2,,,,"NM_001324281.2 Homo sapiens caspase recruitment domain family member 11 (CARD11), transcript variant 1, mRNA",,4415,no,CARD11
NM_017893.3,,,,"NM_017893.3 Homo sapiens semaphorin 4G (SEMA4G), transcript variant 1, mRNA",,4415,no,SEMA4G
NR_003099.1,,,,"NR_003099.1 Homo sapiens zinc finger protein 273 (ZNF273), transcript variant 2, non-coding RNA",,4414,no,ZNF273
NM_001412.4,,,,"NM_001412.4 Homo sapiens eukaryotic translation initiation factor 1A X-linked (EIF1AX), mRNA",,4414,no,EIF1AX
NM_001280545.1,,,,"NM_001280545.1 Homo sapiens intraflagellar transport 122 (IFT122), transcript variant 6, mRNA",,4414,no,IFT122
NM_033515.3,,,,"NM_033515.3 Homo sapiens Rho GTPase activating protein 18 (ARHGAP18), mRNA",,4414,no,ARHGAP18
NM_001288718.1,,,,"NM_001288718.1 Homo sapiens signal transducer and activator of transcription 5A (STAT5A), transcript variant 1, mRNA",,4414,no,STAT5A
NM_001306077.1,,,,"NM_001306077.1 Homo sapiens acireductone dioxygenase 1 (ADI1), transcript variant 2, mRNA",,4413,no,ADI1
NM_016652.5,,,,"NM_016652.5 Homo sapiens crooked neck pre-mRNA splicing factor 1 (CRNKL1), transcript variant 1, mRNA",,4413,no,CRNKL1
NM_182488.4,,,,"NM_182488.4 Homo sapiens ubiquitin specific peptidase 12 (USP12), mRNA",,4412,no,USP12
NR_135178.1,,,,"NR_135178.1 Homo sapiens HECT and RLD domain containing E3 ubiquitin protein ligase 2 pseudogene (LOC102723753), non-coding RNA",,4411,no,LOC102723753
NM_020441.3,,,,"NM_020441.3 Homo sapiens coronin 1B (CORO1B), transcript variant 1, mRNA",,4411,no,CORO1B
NM_003738.5,,,,"NM_003738.5 Homo sapiens patched 2 (PTCH2), transcript variant 1, mRNA",,4410,no,PTCH2
NM_001354251.2,,,,"NM_001354251.2 Homo sapiens family with sequence similarity 160 member B2 (FAM160B2), transcript variant 3, mRNA",,4410,no,FAM160B2
NM_201286.3,,,,"NM_201286.3 Homo sapiens ubiquitin specific peptidase 51 (USP51), mRNA",,4410,no,USP51
NM_203505.2,,,,"NM_203505.2 Homo sapiens G3BP stress granule assembly factor 2 (G3BP2), transcript variant 1, mRNA",,4410,no,G3BP2
NM_133261.3,,,,"NM_133261.3 Homo sapiens GIPC PDZ domain containing family member 3 (GIPC3), mRNA",,4410,no,GIPC3
NM_003884.5,,,,"NM_003884.5 Homo sapiens lysine acetyltransferase 2B (KAT2B), mRNA",,4410,no,KAT2B
NR_158699.2,,,,"NR_158699.2 Homo sapiens dipeptidyl peptidase 9 (DPP9), transcript variant 3, non-coding RNA",,4408,no,DPP9
NM_021643.3,,,,"NM_021643.3 Homo sapiens tribbles pseudokinase 2 (TRIB2), transcript variant 1, mRNA",,4408,no,TRIB2
NR_160519.1,,,,"NR_160519.1 Homo sapiens PARGP1-AGAP4 readthrough (PARGP1-AGAP4), transcript variant 2, non-coding RNA",,4408,no,PARGP1-AGAP4
NR_034069.1,,,,"NR_034069.1 Homo sapiens SRSF protein kinase 1 (SRPK1), transcript variant 2, non-coding RNA",,4408,no,SRPK1
NM_001160094.1,,,,"NM_001160094.1 Homo sapiens acyl-CoA thioesterase 13 (ACOT13), transcript variant 2, mRNA",,4407,no,ACOT13
NM_015394.5,,,,"NM_015394.5 Homo sapiens zinc finger protein 10 (ZNF10), mRNA",,4406,no,ZNF10
NM_001676.7,,,,"NM_001676.7 Homo sapiens ATPase H+/K+ transporting non-gastric alpha2 subunit (ATP12A), transcript variant 2, mRNA",,4406,no,ATP12A
NM_052997.2,,,,"NM_052997.2 Homo sapiens ankyrin repeat domain 30A (ANKRD30A), mRNA",,4405,no,ANKRD30A
NM_052928.3,,,,"NM_052928.3 Homo sapiens SET and MYND domain containing 4 (SMYD4), mRNA",,4405,no,SMYD4
NM_005419.4,,,,"NM_005419.4 Homo sapiens signal transducer and activator of transcription 2 (STAT2), transcript variant 1, mRNA",,4405,no,STAT2
NM_001375635.1,,,,"NM_001375635.1 Homo sapiens CDC42 small effector 2 (CDC42SE2), transcript variant 5, mRNA",,4404,no,CDC42SE2
NM_001282678.2,,,,"NM_001282678.2 Homo sapiens peroxisomal biogenesis factor 1 (PEX1), transcript variant 3, mRNA",,4404,no,PEX1
NM_006636.4,,,,"NM_006636.4 Homo sapiens methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase (MTHFD2), transcript variant 1, mRNA",,4403,no,NADP+ dependent
NM_000406.3,,,,"NM_000406.3 Homo sapiens gonadotropin releasing hormone receptor (GNRHR), transcript variant 1, mRNA",,4402,no,GNRHR
NM_001145772.3,,,,"NM_001145772.3 Homo sapiens adhesion G protein-coupled receptor G1 (ADGRG1), transcript variant 6, mRNA",,4401,no,ADGRG1
NM_001321356.2,,,,"NM_001321356.2 Homo sapiens zinc finger protein 667 (ZNF667), transcript variant 2, mRNA",,4401,no,ZNF667
NM_205836.3,,,,"NM_205836.3 Homo sapiens F-box protein 38 (FBXO38), transcript variant 2, mRNA",,4401,no,FBXO38
NM_001377372.1,,,,"NM_001377372.1 Homo sapiens NFKB inhibitor interacting Ras like 1 (NKIRAS1), transcript variant 23, mRNA",,4401,no,NKIRAS1
NR_026782.2,,,,"NR_026782.2 Homo sapiens maestro heat like repeat family member 7 (MROH7), transcript variant 2, non-coding RNA",,4400,no,MROH7
NM_001370427.1,,,,"NM_001370427.1 Homo sapiens A-kinase anchoring protein 1 (AKAP1), transcript variant 8, mRNA",,4400,no,AKAP1
NM_001318508.2,,,,"NM_001318508.2 Homo sapiens FCF1 rRNA-processing protein (FCF1), transcript variant 2, mRNA",,4400,no,FCF1
NR_145451.1,,,,"NR_145451.1 Homo sapiens long intergenic non-protein coding RNA 2012 (LINC02012), long non-coding RNA",,4400,no,LINC02012
NM_153702.4,,,,"NM_153702.4 Homo sapiens ELMO domain containing 2 (ELMOD2), mRNA",,4399,no,ELMOD2
NM_001145398.2,,,,"NM_001145398.2 Homo sapiens TEF transcription factor, PAR bZIP family member (TEF), transcript variant 2, mRNA",,4398,no,TEF
NM_001135647.2,,,,"NM_001135647.2 Homo sapiens family with sequence similarity 53 member C (FAM53C), transcript variant 1, mRNA",,4397,no,FAM53C
NR_120386.1,,,,"NR_120386.1 Homo sapiens long intergenic non-protein coding RNA 1521 (LINC01521), long non-coding RNA",,4397,no,LINC01521
NM_006811.4,,,,"NM_006811.4 Homo sapiens serine incorporator 3 (SERINC3), transcript variant 1, mRNA",,4396,no,SERINC3
NM_001040455.2,,,,"NM_001040455.2 Homo sapiens SID1 transmembrane family member 2 (SIDT2), mRNA",,4396,no,SIDT2
NM_001369698.1,,,,"NM_001369698.1 Homo sapiens NPL4 homolog, ubiquitin recognition factor (NPLOC4), transcript variant 4, mRNA",,4396,no,NPLOC4
NM_181356.3,,,,"NM_181356.3 Homo sapiens SPT3 homolog, SAGA and STAGA complex component (SUPT3H), transcript variant 2, mRNA",,4396,no,SUPT3H
NM_025132.4,,,,"NM_025132.4 Homo sapiens WD repeat domain 19 (WDR19), transcript variant 1, mRNA",,4395,no,WDR19
NM_018841.6,,,,"NM_018841.6 Homo sapiens G protein subunit gamma 12 (GNG12), mRNA",,4395,no,GNG12
NM_001128303.2,,,,"NM_001128303.2 Homo sapiens laccase domain containing 1 (LACC1), transcript variant 1, mRNA",,4394,no,LACC1
NM_001142550.1,,,,"NM_001142550.1 Homo sapiens WD repeat domain 47 (WDR47), transcript variant 1, mRNA",,4394,no,WDR47
NM_007006.3,,,,"NM_007006.3 Homo sapiens nudix hydrolase 21 (NUDT21), mRNA",,4393,no,NUDT21
NR_147062.2,,,,"NR_147062.2 Homo sapiens thymocyte expressed, positive selection associated 1 (TESPA1), transcript variant 13, non-coding RNA",,4393,no,TESPA1
NR_045769.2,,,,"NR_045769.2 Homo sapiens activating transcription factor 2 (ATF2), transcript variant 8, non-coding RNA",,4393,no,ATF2
NM_002906.4,,,,"NM_002906.4 Homo sapiens radixin (RDX), transcript variant 3, mRNA",,4392,no,RDX
NM_003183.6,,,,"NM_003183.6 Homo sapiens ADAM metallopeptidase domain 17 (ADAM17), mRNA",,4391,no,ADAM17
NM_032452.3,,,,"NM_032452.3 Homo sapiens junctophilin 4 (JPH4), transcript variant 1, mRNA",,4391,no,JPH4
NM_001166496.1,,,,"NM_001166496.1 Homo sapiens solute carrier family 16 member 1 (SLC16A1), transcript variant 2, mRNA",,4390,no,SLC16A1
NM_002802.3,,,,"NM_002802.3 Homo sapiens proteasome 26S subunit, ATPase 1 (PSMC1), transcript variant 1, mRNA",,4390,no,PSMC1
NM_001049.3,,,,"NM_001049.3 Homo sapiens somatostatin receptor 1 (SSTR1), mRNA",,4390,no,SSTR1
NM_001365836.1,,,,"NM_001365836.1 Homo sapiens protein phosphatase 6 regulatory subunit 2 (PPP6R2), transcript variant 13, mRNA",,4390,no,PPP6R2
NR_002774.3,,,,"NR_002774.3 Homo sapiens 5-hydroxytryptamine receptor 7 pseudogene 1 (HTR7P1), non-coding RNA",,4389,no,HTR7P1
NR_147501.1,,,,"NR_147501.1 Homo sapiens uncharacterized LOC100130027 (LOC100130027), long non-coding RNA",,4389,no,LOC100130027
NM_012310.5,,,,"NM_012310.5 Homo sapiens kinesin family member 4A (KIF4A), mRNA",,4388,no,KIF4A
NR_049794.1,,,,"NR_049794.1 Homo sapiens GAS1 adjacent regulatory RNA (GAS1RR), long non-coding RNA",,4388,no,GAS1RR
NR_120479.1,,,,"NR_120479.1 Homo sapiens long intergenic non-protein coding RNA 2367 (LINC02367), long non-coding RNA",,4388,no,LINC02367
NM_173611.4,,,,"NM_173611.4 Homo sapiens family with sequence similarity 98 member B (FAM98B), mRNA",,4388,no,FAM98B
NM_001368300.1,,,,"NM_001368300.1 Homo sapiens GTF2I repeat domain containing 2 (GTF2IRD2), transcript variant 3, mRNA",,4387,no,GTF2IRD2
NM_001099293.3,,,,"NM_001099293.3 Homo sapiens kinesin family member 4B (KIF4B), mRNA",,4387,yes,KIF4B
NM_025052.4,,,,"NM_025052.4 Homo sapiens mitogen-activated protein kinase kinase kinase 19 (MAP3K19), transcript variant 1, mRNA",,4387,no,MAP3K19
NR_147037.1,,,,"NR_147037.1 Homo sapiens uncharacterized LOC440896 (LOC440896), transcript variant 3, long non-coding RNA",,4387,no,LOC440896
NR_146419.1,,,,"NR_146419.1 Homo sapiens ANKRD20A4-ANKRD20A20P readthrough (ANKRD20A4-ANKRD20A20P), long non-coding RNA",,4387,no,ANKRD20A4-ANKRD20A20P
NM_001363851.1,,,,"NM_001363851.1 Homo sapiens golgi SNAP receptor complex member 2 (GOSR2), transcript variant M, mRNA",,4386,no,GOSR2
NM_001318480.2,,,,"NM_001318480.2 Homo sapiens SH3 domain and tetratricopeptide repeats 1 (SH3TC1), transcript variant 2, mRNA",,4386,no,SH3TC1
NR_110038.1,,,,"NR_110038.1 Homo sapiens long intergenic non-protein coding RNA 1524 (LINC01524), long non-coding RNA",,4385,no,LINC01524
NM_001142466.3,,,,"NM_001142466.3 Homo sapiens glutamic--pyruvic transaminase 2 (GPT2), transcript variant 2, mRNA",,4385,no,GPT2
NM_001172086.1,,,,"NM_001172086.1 Homo sapiens peroxisomal biogenesis factor 2 (PEX2), transcript variant 3, mRNA",,4385,no,PEX2
NM_198274.4,,,,"NM_198274.4 Homo sapiens SET and MYND domain containing 1 (SMYD1), transcript variant 1, mRNA",,4385,no,SMYD1
NR_036543.1,,,,"NR_036543.1 Homo sapiens peptidylprolyl isomerase E (PPIE), transcript variant 3, non-coding RNA",,4384,no,PPIE
NR_026692.2,,,,"NR_026692.2 Homo sapiens CD209 molecule (CD209), transcript variant 2, non-coding RNA",,4384,no,CD209
NR_148417.2,,,,"NR_148417.2 Homo sapiens G protein-coupled receptor 137C (GPR137C), transcript variant 3, non-coding RNA",,4383,no,GPR137C
NM_004711.5,,,,"NM_004711.5 Homo sapiens synaptogyrin 1 (SYNGR1), transcript variant 1a, mRNA",,4383,no,SYNGR1
NR_036592.1,,,,"NR_036592.1 Homo sapiens endogenous Bornavirus like nucleoprotein 3, pseudogene (EBLN3P), non-coding RNA",,4382,no,EBLN3P
NM_020655.4,,,,"NM_020655.4 Homo sapiens junctophilin 3 (JPH3), transcript variant 1, mRNA",,4382,no,JPH3
NM_019119.5,,,,"NM_019119.5 Homo sapiens protocadherin beta 9 (PCDHB9), mRNA",,4381,no,PCDHB9
NM_001080533.3,,,,"NM_001080533.3 Homo sapiens unc-119 lipid binding chaperone B (UNC119B), mRNA",,4381,no,UNC119B
NM_001277961.1,,,,"NM_001277961.1 Homo sapiens stromal interaction molecule 1 (STIM1), transcript variant 1, mRNA",,4380,no,STIM1
NM_021260.4,,,,"NM_021260.4 Homo sapiens zinc finger FYVE-type containing 1 (ZFYVE1), transcript variant 1, mRNA",,4380,no,ZFYVE1
NM_001111322.2,,,,"NM_001111322.2 Homo sapiens DEAD-box helicase 54 (DDX54), transcript variant 1, mRNA",,4380,no,DDX54
NM_006788.4,,,,"NM_006788.4 Homo sapiens ralA binding protein 1 (RALBP1), mRNA",,4379,no,RALBP1
NM_007327.4,,,,"NM_007327.4 Homo sapiens glutamate ionotropic receptor NMDA type subunit 1 (GRIN1), transcript variant GluN1-1a, mRNA",,4379,no,GRIN1
NM_002789.6,,,,"NM_002789.6 Homo sapiens proteasome 20S subunit alpha 4 (PSMA4), transcript variant 1, mRNA",,4378,no,PSMA4
NM_014849.5,,,,"NM_014849.5 Homo sapiens synaptic vesicle glycoprotein 2A (SV2A), transcript variant 1, mRNA",,4378,no,SV2A
NM_003791.4,,,,"NM_003791.4 Homo sapiens membrane bound transcription factor peptidase, site 1 (MBTPS1), mRNA",,4377,no,MBTPS1
NM_001286534.2,,,,"NM_001286534.2 Homo sapiens RAD9 checkpoint clamp component B (RAD9B), transcript variant 5, mRNA",,4376,no,RAD9B
